date,time,home_team,away_team,home_goals,away_goals,result,year,total_goals,home_date,home_goals_for,home_goals_against,home_points,home_form_5,home_goals_for_5,home_goals_against_5,home_goal_diff_5,away_date,away_goals_for,away_goals_against,away_points,away_form_5,away_goals_for_5,away_goals_against_5,away_goal_diff_5,home_tier,away_tier,diff_tier,diff_form_5,diff_goals_for_5,diff_goals_against_5
2013-09-21,01:30:00,Morelia,Monterrey,1.0,3.0,A,2013,4.0,2013-09-21,1.0,3.0,0,2.6,1.6,0.4,1.2000000000000002,2013-09-21,3.0,1.0,3,2.0,1.2,1.0,0.19999999999999996,2,1,-1,0.6000000000000001,0.40000000000000013,-0.6
2013-09-21,03:30:00,Tijuana,Cruz Azul,0.0,0.0,D,2013,0.0,2013-09-21,0.0,0.0,1,1.6,1.6,1.0,0.6000000000000001,2013-09-21,0.0,0.0,1,1.0,0.8,1.2,-0.3999999999999999,2,1,-1,0.6000000000000001,0.8,-0.19999999999999996
2013-09-21,23:00:00,Club América,Chiapas,3.0,1.0,H,2013,4.0,2013-09-21,3.0,1.0,3,1.6,1.4,1.0,0.3999999999999999,2013-09-21,1.0,3.0,0,1.2,1.4,1.6,-0.20000000000000018,1,2,1,0.40000000000000013,0.0,-0.6000000000000001
2013-09-22,01:00:00,Atlante,Pumas UNAM,1.0,0.0,H,2013,1.0,2013-09-22,1.0,0.0,3,0.4,0.6,1.2,-0.6,2013-09-22,0.0,1.0,0,0.6,0.6,1.0,-0.4,3,2,-1,-0.19999999999999996,0.0,0.19999999999999996
2013-09-22,01:00:00,Pachuca,Santos Laguna,1.0,1.0,D,2013,2.0,2013-09-22,1.0,1.0,1,0.4,0.4,1.4,-0.9999999999999999,2013-09-22,1.0,1.0,1,1.2,1.4,1.6,-0.20000000000000018,1,1,0,-0.7999999999999999,-0.9999999999999999,-0.20000000000000018
2013-09-22,01:00:00,Tigres UANL,Puebla,0.0,0.0,D,2013,0.0,2013-09-22,0.0,0.0,1,1.0,0.8,1.4,-0.5999999999999999,2013-09-22,0.0,0.0,1,1.0,1.4,1.4,0.0,1,2,1,0.0,-0.5999999999999999,0.0
2013-09-22,02:06:00,León,Guadalajara,2.0,1.0,H,2013,3.0,2013-09-22,2.0,1.0,3,2.0,1.6,0.8,0.8,2013-09-22,1.0,2.0,0,0.6,1.6,2.4,-0.7999999999999998,1,1,0,1.4,0.0,-1.5999999999999999
2013-09-22,03:00:00,Atlas,Veracruz,3.0,3.0,D,2013,6.0,2013-09-22,3.0,3.0,1,0.6,0.8,1.8,-1.0,2013-09-22,3.0,3.0,1,0.6,0.8,1.4,-0.5999999999999999,2,3,1,0.0,0.0,0.40000000000000013
2013-09-22,18:00:00,Toluca FC,Querétaro,4.0,0.0,H,2013,4.0,2013-09-22,4.0,0.0,3,1.6,1.8,1.0,0.8,2013-09-22,0.0,4.0,0,2.2,1.2,0.2,1.0,1,2,1,-0.6000000000000001,0.6000000000000001,0.8
2013-09-28,23:00:00,Cruz Azul,León,1.0,0.0,H,2013,1.0,2013-09-28,1.0,0.0,3,0.6,0.4,1.0,-0.6,2013-09-28,0.0,1.0,0,2.0,1.4,0.8,0.5999999999999999,1,1,0,-1.4,-0.9999999999999999,0.19999999999999996
2013-09-28,23:00:00,Veracruz,Club América,0.0,1.0,A,2013,1.0,2013-09-28,0.0,1.0,0,0.6,1.4,2.0,-0.6000000000000001,2013-09-28,1.0,0.0,3,1.6,1.4,1.0,0.3999999999999999,3,1,-2,-1.0,0.0,1.0
2013-09-28,01:30:00,Querétaro,Tigres UANL,2.0,2.0,D,2013,4.0,2013-09-28,2.0,2.0,1,2.0,1.2,1.0,0.19999999999999996,2013-09-28,2.0,2.0,1,1.2,0.8,0.8,0.0,2,1,-1,0.8,0.3999999999999999,0.19999999999999996
2013-09-28,03:30:00,Santos Laguna,Morelia,3.0,1.0,H,2013,4.0,2013-09-28,3.0,1.0,3,1.2,1.4,1.6,-0.20000000000000018,2013-09-28,1.0,3.0,0,2.0,1.0,0.8,0.19999999999999996,1,2,1,-0.8,0.3999999999999999,0.8
2013-09-29,01:00:00,Monterrey,Pumas UNAM,0.0,1.0,A,2013,1.0,2013-09-29,0.0,1.0,0,2.4,1.6,1.0,0.6000000000000001,2013-09-29,1.0,0.0,3,0.4,0.4,1.0,-0.6,1,2,1,2.0,1.2000000000000002,0.0
2013-09-29,03:00:00,Chiapas,Pachuca,2.0,1.0,H,2013,3.0,2013-09-29,2.0,1.0,3,1.2,1.6,1.4,0.20000000000000018,2013-09-29,1.0,2.0,0,0.4,0.6,1.6,-1.0,2,1,-1,0.7999999999999999,1.0,-0.20000000000000018
2013-09-29,18:00:00,Puebla,Tijuana,2.0,0.0,H,2013,2.0,2013-09-29,2.0,0.0,3,1.0,1.2,1.2,0.0,2013-09-29,0.0,2.0,0,1.2,1.4,1.0,0.3999999999999999,2,2,0,-0.19999999999999996,-0.19999999999999996,0.19999999999999996
2013-09-29,18:00:00,Toluca FC,Atlante,7.0,1.0,H,2013,8.0,2013-09-29,7.0,1.0,3,2.2,2.6,0.6,2.0,2013-09-29,1.0,7.0,0,1.0,0.8,1.0,-0.19999999999999996,1,3,2,1.2000000000000002,1.8,-0.4
2013-09-29,23:00:00,Guadalajara,Atlas,1.0,1.0,D,2013,2.0,2013-09-29,1.0,1.0,1,0.4,1.6,2.6,-1.0,2013-09-29,1.0,1.0,1,0.6,1.2,2.2,-1.0000000000000002,1,2,1,-0.19999999999999996,0.40000000000000013,0.3999999999999999
2013-10-02,01:00:00,Tijuana,Club América,1.0,2.0,A,2013,3.0,2013-10-02,1.0,2.0,0,0.6,0.8,1.4,-0.5999999999999999,2013-10-02,2.0,1.0,3,2.0,1.4,0.8,0.5999999999999999,2,1,-1,-1.4,-0.5999999999999999,0.5999999999999999
2013-10-02,01:00:00,Monterrey,Guadalajara,0.0,1.0,A,2013,1.0,2013-10-02,0.0,1.0,0,1.8,1.2,1.0,0.19999999999999996,2013-10-02,1.0,0.0,3,0.4,1.2,2.2,-1.0000000000000002,1,1,0,1.4,0.0,-1.2000000000000002
2013-10-02,03:00:00,Atlético de San Luis,Puebla,1.0,3.0,A,2013,4.0,2013-10-02,1.0,3.0,0,2.0,1.0,0.6,0.4,2013-10-02,3.0,1.0,3,1.0,0.8,0.8,0.0,3,2,-1,1.0,0.19999999999999996,-0.20000000000000007
2013-10-02,03:00:00,Atlas,Atlante,2.0,1.0,H,2013,3.0,2013-10-02,2.0,1.0,3,0.6,1.0,2.0,-1.0,2013-10-02,1.0,2.0,0,0.8,0.6,2.0,-1.4,2,3,1,-0.20000000000000007,0.4,0.0
2013-10-02,18:00:00,Toluca FC,Tigres UANL,1.0,4.0,A,2013,5.0,2013-10-02,1.0,4.0,0,2.2,3.2,0.8,2.4000000000000004,2013-10-02,4.0,1.0,3,1.2,0.8,0.8,0.0,1,1,0,1.0000000000000002,2.4000000000000004,0.0
2013-10-02,22:00:00,Santos Laguna,Pachuca,0.0,1.0,A,2013,1.0,2013-10-02,0.0,1.0,0,1.8,2.0,1.4,0.6000000000000001,2013-10-02,1.0,0.0,3,0.4,0.8,1.8,-1.0,1,1,0,1.4,1.2,-0.40000000000000013
2013-10-03,18:00:00,Toluca FC,Atlas,0.0,1.0,A,2013,1.0,2013-10-03,0.0,1.0,0,1.6,2.8,1.4,1.4,2013-10-03,1.0,0.0,3,1.2,1.4,1.8,-0.40000000000000013,1,2,1,0.40000000000000013,1.4,-0.40000000000000013
2013-10-03,22:00:00,Puebla,Pumas UNAM,0.0,1.0,A,2013,1.0,2013-10-03,0.0,1.0,0,1.6,1.2,0.6,0.6,2013-10-03,1.0,0.0,3,0.8,0.4,0.8,-0.4,2,2,0,0.8,0.7999999999999999,-0.20000000000000007
2013-10-03,23:00:00,Guadalajara,Pachuca,1.0,0.0,H,2013,1.0,2013-10-03,1.0,0.0,3,1.0,1.0,1.4,-0.3999999999999999,2013-10-03,0.0,1.0,0,0.8,0.8,1.6,-0.8,1,1,0,0.19999999999999996,0.19999999999999996,-0.20000000000000018
2013-10-03,01:00:00,Santos Laguna,Atlante,2.0,1.0,H,2013,3.0,2013-10-03,2.0,1.0,3,1.6,1.6,1.2,0.40000000000000013,2013-10-03,1.0,2.0,0,0.8,0.8,2.2,-1.4000000000000001,1,3,2,0.8,0.8,-1.0000000000000002
2013-10-03,01:00:00,Monterrey,León,2.0,1.0,H,2013,3.0,2013-10-03,2.0,1.0,3,1.8,1.0,0.6,0.4,2013-10-03,1.0,2.0,0,1.4,1.0,1.0,0.0,1,1,0,0.40000000000000013,0.0,-0.4
2013-10-03,01:00:00,Tijuana,Querétaro,0.0,1.0,A,2013,1.0,2013-10-03,0.0,1.0,0,0.6,0.8,1.4,-0.5999999999999999,2013-10-03,1.0,0.0,3,1.6,1.2,1.4,-0.19999999999999996,2,2,0,-1.0,-0.3999999999999999,0.0
2013-10-03,03:00:00,Atlético de San Luis,Tigres UANL,1.0,2.0,A,2013,3.0,2013-10-03,1.0,2.0,0,2.0,1.0,0.8,0.19999999999999996,2013-10-03,2.0,1.0,3,1.6,1.4,0.8,0.5999999999999999,3,1,-2,0.3999999999999999,-0.3999999999999999,0.0
2013-10-05,01:00:00,Santos Laguna,Atlas,0.0,0.0,D,2013,0.0,2013-10-05,0.0,0.0,1,2.0,1.6,1.0,0.6000000000000001,2013-10-05,0.0,0.0,1,1.6,1.4,1.6,-0.20000000000000018,1,2,1,0.3999999999999999,0.20000000000000018,-0.6000000000000001
2013-10-05,03:00:00,Cruz Azul,Morelia,4.0,2.0,H,2013,6.0,2013-10-05,4.0,2.0,3,1.2,0.6,0.6,0.0,2013-10-05,2.0,4.0,0,1.4,1.0,1.4,-0.3999999999999999,1,2,1,-0.19999999999999996,-0.4,-0.7999999999999999
2013-10-08,01:30:00,Querétaro,Chiapas,1.0,1.0,D,2013,2.0,2013-10-08,1.0,1.0,1,1.6,1.0,1.4,-0.3999999999999999,2013-10-08,1.0,1.0,1,1.6,1.6,1.2,0.40000000000000013,2,2,0,0.0,-0.6000000000000001,0.19999999999999996
2013-10-08,03:30:00,Tijuana,Pumas UNAM,2.0,0.0,H,2013,2.0,2013-10-08,2.0,0.0,3,0.4,0.6,1.4,-0.7999999999999999,2013-10-08,0.0,2.0,0,1.2,0.4,0.6,-0.19999999999999996,2,2,0,-0.7999999999999999,0.19999999999999996,0.7999999999999999
2013-10-08,23:00:00,Cruz Azul,Guadalajara,3.0,1.0,H,2013,4.0,2013-10-08,3.0,1.0,3,1.6,1.2,0.8,0.3999999999999999,2013-10-08,1.0,3.0,0,1.6,1.2,1.0,0.19999999999999996,1,1,0,0.0,0.0,-0.19999999999999996
2013-10-11,03:00:00,Atlas,Tigres UANL,0.0,1.0,A,2013,1.0,2013-10-11,0.0,1.0,0,1.8,1.4,1.0,0.3999999999999999,2013-10-11,1.0,0.0,3,2.2,1.8,0.8,1.0,2,1,-1,-0.40000000000000013,-0.40000000000000013,0.19999999999999996
2013-10-11,02:06:00,León,Tijuana,5.0,0.0,H,2013,5.0,2013-10-11,5.0,0.0,3,1.4,1.2,1.2,0.0,2013-10-11,0.0,5.0,0,0.8,0.6,1.0,-0.4,1,2,1,0.5999999999999999,0.6,0.19999999999999996
2013-10-11,18:00:00,Pumas UNAM,Cruz Azul,2.0,2.0,D,2013,4.0,2013-10-11,2.0,2.0,1,1.2,0.4,0.8,-0.4,2013-10-11,2.0,2.0,1,2.0,1.6,0.8,0.8,2,1,-1,-0.8,-1.2000000000000002,0.0
2013-10-11,01:00:00,Monterrey,Guadalajara,2.0,1.0,H,2013,3.0,2013-10-11,2.0,1.0,3,1.8,1.2,0.8,0.3999999999999999,2013-10-11,1.0,2.0,0,1.4,1.0,1.2,-0.19999999999999996,1,1,0,0.40000000000000013,0.19999999999999996,-0.3999999999999999
2013-10-11,01:00:00,Atlante,Chiapas,2.0,0.0,H,2013,2.0,2013-10-11,2.0,0.0,3,0.6,0.8,2.4,-1.5999999999999999,2013-10-11,0.0,2.0,0,1.6,1.6,1.2,0.40000000000000013,3,2,-1,-1.0,-0.8,1.2
2013-10-11,01:00:00,Pachuca,Querétaro,0.0,1.0,A,2013,1.0,2013-10-11,0.0,1.0,0,0.8,0.6,1.0,-0.4,2013-10-11,1.0,0.0,3,1.6,1.0,1.4,-0.3999999999999999,1,2,1,-0.8,-0.4,-0.3999999999999999
2013-10-19,01:30:00,Querétaro,León,2.0,0.0,H,2013,2.0,2013-10-19,2.0,0.0,3,1.6,1.0,1.4,-0.3999999999999999,2013-10-19,0.0,2.0,0,1.8,1.8,0.8,1.0,2,1,-1,-0.19999999999999996,-0.8,0.5999999999999999
2013-10-19,03:30:00,Santos Laguna,Monterrey,3.0,2.0,H,2013,5.0,2013-10-19,3.0,2.0,3,1.6,1.2,0.8,0.3999999999999999,2013-10-19,2.0,3.0,0,1.8,1.4,1.0,0.3999999999999999,1,1,0,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996
2013-10-19,23:00:00,Cruz Azul,Club América,1.0,1.0,D,2013,2.0,2013-10-19,1.0,1.0,1,2.2,2.0,1.0,1.0,2013-10-19,1.0,1.0,1,2.0,1.6,1.0,0.6000000000000001,1,1,0,0.20000000000000018,0.3999999999999999,0.0
2013-10-19,23:00:00,Veracruz,Morelia,1.0,0.0,H,2013,1.0,2013-10-19,1.0,0.0,3,0.6,1.2,1.6,-0.40000000000000013,2013-10-19,0.0,1.0,0,1.2,1.2,2.0,-0.8,3,2,-1,-0.6,0.0,-0.3999999999999999
2013-10-20,23:00:00,Guadalajara,Pachuca,1.0,3.0,A,2013,4.0,2013-10-20,1.0,3.0,0,1.4,1.0,1.2,-0.19999999999999996,2013-10-20,3.0,1.0,3,0.8,0.6,1.0,-0.4,1,1,0,0.5999999999999999,0.4,0.19999999999999996
2013-10-20,18:00:00,Toluca FC,Tijuana,0.0,0.0,D,2013,0.0,2013-10-20,0.0,0.0,1,1.4,2.6,1.4,1.2000000000000002,2013-10-20,0.0,0.0,1,0.6,0.6,2.0,-1.4,1,2,1,0.7999999999999999,2.0,-0.6000000000000001
2013-10-20,03:00:00,Chiapas,Pumas UNAM,1.0,1.0,D,2013,2.0,2013-10-20,1.0,1.0,1,1.4,1.4,1.4,0.0,2013-10-20,1.0,1.0,1,1.4,0.8,1.0,-0.19999999999999996,2,2,0,0.0,0.5999999999999999,0.3999999999999999
2013-10-20,01:00:00,Tigres UANL,Atlante,3.0,1.0,H,2013,4.0,2013-10-20,3.0,1.0,3,2.2,1.8,0.8,1.0,2013-10-20,1.0,3.0,0,1.2,1.2,2.2,-1.0000000000000002,1,3,2,1.0000000000000002,0.6000000000000001,-1.4000000000000001
2013-10-20,18:00:00,Puebla,Atlas,2.0,0.0,H,2013,2.0,2013-10-20,2.0,0.0,3,1.6,1.2,0.6,0.6,2013-10-20,0.0,2.0,0,1.6,0.8,0.6,0.20000000000000007,2,2,0,0.0,0.3999999999999999,0.0
2013-10-26,01:30:00,Morelia,Guadalajara,1.0,1.0,D,2013,2.0,2013-10-26,1.0,1.0,1,0.6,1.0,2.2,-1.2000000000000002,2013-10-26,1.0,1.0,1,1.2,1.0,1.6,-0.6000000000000001,2,1,-1,-0.6,0.0,0.6000000000000001
2013-10-26,03:30:00,Tijuana,Tigres UANL,0.0,0.0,D,2013,0.0,2013-10-26,0.0,0.0,1,0.8,0.6,1.6,-1.0,2013-10-26,0.0,0.0,1,2.6,2.4,1.0,1.4,2,1,-1,-1.8,-1.7999999999999998,0.6000000000000001
2013-10-26,23:00:00,Club América,Puebla,3.0,1.0,H,2013,4.0,2013-10-26,3.0,1.0,3,2.0,1.6,1.0,0.6000000000000001,2013-10-26,1.0,3.0,0,2.0,1.4,0.4,0.9999999999999999,1,2,1,0.0,0.20000000000000018,0.6
2013-10-27,18:00:00,Pumas UNAM,Veracruz,0.0,0.0,D,2013,0.0,2013-10-27,0.0,0.0,1,1.6,1.0,1.0,0.0,2013-10-27,0.0,0.0,1,1.0,1.2,1.4,-0.19999999999999996,2,3,1,0.6000000000000001,-0.19999999999999996,-0.3999999999999999
2013-10-27,01:06:00,León,Toluca FC,2.0,2.0,D,2013,4.0,2013-10-27,2.0,2.0,1,1.2,1.6,1.2,0.40000000000000013,2013-10-27,2.0,2.0,1,1.4,2.4,1.2,1.2,1,1,0,-0.19999999999999996,-0.7999999999999998,0.0
2013-10-27,02:00:00,Atlas,Querétaro,3.0,1.0,H,2013,4.0,2013-10-27,3.0,1.0,3,1.4,0.6,0.8,-0.20000000000000007,2013-10-27,1.0,3.0,0,2.2,1.4,0.6,0.7999999999999999,2,2,0,-0.8000000000000003,-0.7999999999999999,0.20000000000000007
2013-10-27,01:00:00,Monterrey,Chiapas,1.0,1.0,D,2013,2.0,2013-10-27,1.0,1.0,1,1.2,1.2,1.4,-0.19999999999999996,2013-10-27,1.0,1.0,1,1.0,1.0,1.6,-0.6000000000000001,1,2,1,0.19999999999999996,0.19999999999999996,-0.20000000000000018
2013-10-27,01:00:00,Atlante,Santos Laguna,1.0,3.0,A,2013,4.0,2013-10-27,1.0,3.0,0,0.6,1.2,2.8,-1.5999999999999999,2013-10-27,3.0,1.0,3,2.0,1.6,1.0,0.6000000000000001,3,1,-2,-1.4,-0.40000000000000013,1.7999999999999998
2013-10-27,01:00:00,Pachuca,Cruz Azul,0.0,0.0,D,2013,0.0,2013-10-27,0.0,0.0,1,1.2,1.0,1.0,0.0,2013-10-27,0.0,0.0,1,2.2,2.2,1.2,1.0000000000000002,1,1,0,-1.0000000000000002,-1.2000000000000002,-0.19999999999999996
2013-10-30,02:30:00,Tigres UANL,Club América,1.0,0.0,H,2013,1.0,2013-10-30,1.0,0.0,3,2.6,2.0,0.6,1.4,2013-10-30,0.0,1.0,0,2.6,2.0,0.8,1.2,1,1,0,0.0,0.0,-0.20000000000000007
2013-10-31,01:00:00,Guadalajara,Santos Laguna,0.0,2.0,A,2013,2.0,2013-10-31,0.0,2.0,0,0.8,1.0,1.8,-0.8,2013-10-31,2.0,0.0,3,2.0,1.6,1.0,0.6000000000000001,1,1,0,-1.2,-0.6000000000000001,0.8
2013-11-05,23:00:00,Club América,Pumas UNAM,2.0,1.0,H,2013,3.0,2013-11-05,2.0,1.0,3,2.0,1.4,0.8,0.5999999999999999,2013-11-05,1.0,2.0,0,1.2,0.8,1.0,-0.19999999999999996,1,2,1,0.8,0.5999999999999999,-0.19999999999999996
2013-11-08,01:00:00,Atlante,Club América,2.0,4.0,A,2013,6.0,2013-11-08,2.0,4.0,0,0.6,1.2,2.0,-0.8,2013-11-08,4.0,2.0,3,2.0,1.6,1.0,0.6000000000000001,3,1,-2,-1.4,-0.40000000000000013,1.0
2013-11-08,01:00:00,Tigres UANL,Monterrey,3.0,1.0,H,2013,4.0,2013-11-08,3.0,1.0,3,2.6,1.4,0.4,0.9999999999999999,2013-11-08,1.0,3.0,0,1.4,1.4,1.4,0.0,1,1,0,1.2000000000000002,0.0,-0.9999999999999999
2013-11-08,02:06:00,León,Morelia,0.0,0.0,D,2013,0.0,2013-11-08,0.0,0.0,1,0.8,1.6,1.4,0.20000000000000018,2013-11-08,0.0,0.0,1,0.2,1.0,2.4,-1.4,1,2,1,0.6000000000000001,0.6000000000000001,-1.0
2013-11-08,03:00:00,Atlas,Pachuca,1.0,1.0,D,2013,2.0,2013-11-08,1.0,1.0,1,1.4,0.8,0.8,0.0,2013-11-08,1.0,1.0,1,1.4,0.8,0.6,0.20000000000000007,2,1,-1,0.0,0.0,0.20000000000000007
2013-11-08,18:00:00,Puebla,Veracruz,0.0,0.0,D,2013,0.0,2013-11-08,0.0,0.0,1,1.8,1.6,1.0,0.6000000000000001,2013-11-08,0.0,0.0,1,1.0,0.8,1.0,-0.19999999999999996,2,3,1,0.8,0.8,0.0
2013-11-08,18:00:00,Toluca FC,Santos Laguna,2.0,2.0,D,2013,4.0,2013-11-08,2.0,2.0,1,1.0,2.0,1.6,0.3999999999999999,2013-11-08,2.0,2.0,1,2.6,2.0,0.8,1.2,1,1,0,-1.6,0.0,0.8
2013-11-23,23:00:00,Toluca FC,Cruz Azul,3.0,0.0,H,2013,3.0,2013-11-23,3.0,0.0,3,0.6,1.0,1.8,-0.8,2013-11-23,0.0,3.0,0,1.8,2.0,1.2,0.8,1,1,0,-1.2000000000000002,-1.0,0.6000000000000001
2013-11-24,01:00:00,Morelia,León,3.0,3.0,D,2013,6.0,2013-11-24,3.0,3.0,1,0.4,0.8,1.8,-1.0,2013-11-24,3.0,3.0,1,1.0,1.6,1.2,0.40000000000000013,2,1,-1,-0.6,-0.8,0.6000000000000001
2013-11-24,23:00:00,Tigres UANL,Club América,2.0,2.0,D,2013,4.0,2013-11-24,2.0,2.0,1,2.6,1.6,0.4,1.2000000000000002,2013-11-24,2.0,2.0,1,2.0,2.0,1.2,0.8,1,1,0,0.6000000000000001,-0.3999999999999999,-0.7999999999999999
2013-11-25,02:00:00,Querétaro,Santos Laguna,2.0,3.0,A,2013,5.0,2013-11-25,2.0,3.0,0,2.0,1.2,0.8,0.3999999999999999,2013-11-25,3.0,2.0,3,2.2,2.0,1.0,1.0,2,1,-1,-0.20000000000000018,-0.8,-0.19999999999999996
2013-11-30,23:00:00,Cruz Azul,Toluca FC,1.0,1.0,D,2013,2.0,2013-11-30,1.0,1.0,1,1.2,1.2,1.4,-0.19999999999999996,2013-11-30,1.0,1.0,1,1.2,1.4,1.0,0.3999999999999999,1,1,0,0.0,-0.19999999999999996,0.3999999999999999
2013-12-01,01:30:00,Chiapas,Club América,0.0,2.0,A,2013,2.0,2013-12-01,0.0,2.0,0,1.2,1.0,1.2,-0.19999999999999996,2013-12-01,2.0,0.0,3,2.0,2.2,1.4,0.8000000000000003,2,1,-1,-0.8,-1.2000000000000002,-0.19999999999999996
2013-12-01,03:30:00,Santos Laguna,Guadalajara,2.0,0.0,H,2013,2.0,2013-12-01,2.0,0.0,3,2.6,2.6,1.4,1.2000000000000002,2013-12-01,0.0,2.0,0,0.2,0.8,2.2,-1.4000000000000001,1,1,0,2.4,1.8,-0.8000000000000003
2013-12-01,23:00:00,Cruz Azul,Atlético de San Luis,2.0,1.0,H,2013,3.0,2013-12-01,2.0,1.0,3,0.8,0.8,1.4,-0.5999999999999999,2013-12-01,1.0,2.0,0,1.4,1.0,1.2,-0.19999999999999996,1,3,2,-0.5999999999999999,-0.19999999999999996,0.19999999999999996
2013-12-01,23:00:00,Querétaro,Pumas UNAM,2.0,1.0,H,2013,3.0,2013-12-01,2.0,1.0,3,1.4,1.4,1.4,0.0,2013-12-01,1.0,2.0,0,0.6,0.8,1.4,-0.5999999999999999,2,2,0,0.7999999999999999,0.5999999999999999,0.0
2013-12-05,01:00:00,Tigres UANL,Monterrey,1.0,1.0,D,2013,2.0,2013-12-05,1.0,1.0,1,2.2,1.8,0.8,1.0,2013-12-05,1.0,1.0,1,1.4,1.6,1.8,-0.19999999999999996,1,1,0,0.8000000000000003,0.19999999999999996,-1.0
2013-12-13,02:06:00,León,Club América,2.0,0.0,H,2013,2.0,2013-12-13,2.0,0.0,3,1.2,2.0,1.4,0.6000000000000001,2013-12-13,0.0,2.0,0,2.0,2.0,1.2,0.8,1,1,0,-0.8,0.0,0.19999999999999996
2013-12-16,00:00:00,Club América,León,1.0,3.0,A,2013,4.0,2013-12-16,1.0,3.0,0,2.0,2.0,1.4,0.6000000000000001,2013-12-16,3.0,1.0,3,1.2,1.4,1.4,0.0,1,1,0,0.8,0.6000000000000001,0.0
2014-01-02,03:30:00,Morelia,León,0.0,0.0,D,2014,0.0,2014-01-02,0.0,0.0,1,0.6,1.2,1.8,-0.6000000000000001,2014-01-02,0.0,0.0,1,1.8,2.0,1.2,0.8,2,1,-1,-1.2000000000000002,-0.8,0.6000000000000001
2014-01-02,23:00:00,Club América,Atlante,1.0,0.0,H,2014,1.0,2014-01-02,1.0,0.0,3,1.4,1.8,1.8,0.0,2014-01-02,0.0,1.0,0,0.6,1.4,2.4,-1.0,1,3,2,0.7999999999999999,0.40000000000000013,-0.5999999999999999
2014-01-02,23:00:00,Santos Laguna,Toluca FC,2.0,0.0,H,2014,2.0,2014-01-02,2.0,0.0,3,2.6,2.4,1.0,1.4,2014-01-02,0.0,2.0,0,1.4,1.6,1.0,0.6000000000000001,1,1,0,1.2000000000000002,0.7999999999999998,0.0
2014-01-02,23:00:00,Veracruz,Puebla,0.0,1.0,A,2014,1.0,2014-01-02,0.0,1.0,0,1.2,0.8,0.8,0.0,2014-01-02,1.0,0.0,3,1.4,1.2,1.0,0.19999999999999996,3,2,-1,-0.19999999999999996,-0.3999999999999999,-0.19999999999999996
2014-01-03,01:30:00,Morelia,Atlante,1.0,2.0,A,2014,3.0,2014-01-03,1.0,2.0,0,0.8,0.8,1.0,-0.19999999999999996,2014-01-03,2.0,1.0,3,0.6,1.2,2.2,-1.0000000000000002,2,3,1,0.20000000000000007,-0.3999999999999999,-1.2000000000000002
2014-01-03,03:30:00,Santos Laguna,Atlas,2.0,3.0,A,2014,5.0,2014-01-03,2.0,3.0,0,2.6,2.2,0.8,1.4000000000000001,2014-01-03,3.0,2.0,3,1.0,0.8,1.0,-0.19999999999999996,1,2,1,1.6,1.4000000000000001,-0.19999999999999996
2014-01-03,23:00:00,Cruz Azul,Toluca FC,1.0,0.0,H,2014,1.0,2014-01-03,1.0,0.0,3,1.2,0.8,1.2,-0.3999999999999999,2014-01-03,0.0,1.0,0,1.2,1.6,1.4,0.20000000000000018,1,1,0,0.0,-0.8,-0.19999999999999996
2014-01-03,23:00:00,Veracruz,Tijuana,1.0,1.0,D,2014,2.0,2014-01-03,1.0,1.0,1,1.0,0.2,0.4,-0.2,2014-01-03,1.0,1.0,1,1.0,0.4,1.2,-0.7999999999999999,3,2,-1,0.0,-0.2,-0.7999999999999999
2014-01-05,04:00:00,León,Cruz Azul,1.0,1.0,D,2014,2.0,2014-01-05,1.0,1.0,1,1.8,1.6,0.8,0.8,2014-01-05,1.0,1.0,1,1.6,0.8,1.0,-0.19999999999999996,1,1,0,0.19999999999999996,0.8,-0.19999999999999996
2014-01-05,02:00:00,Club América,Santos Laguna,5.0,3.0,H,2014,8.0,2014-01-05,5.0,3.0,3,1.4,1.2,1.4,-0.19999999999999996,2014-01-05,3.0,5.0,0,2.0,2.2,1.4,0.8000000000000003,1,1,0,-0.6000000000000001,-1.0000000000000002,0.0
2014-01-10,02:06:00,León,Monterrey,1.0,3.0,A,2014,4.0,2014-01-10,1.0,3.0,0,1.8,1.8,1.0,0.8,2014-01-10,3.0,1.0,3,1.0,1.4,1.8,-0.40000000000000013,1,1,0,0.8,0.40000000000000013,-0.8
2014-01-10,02:30:00,Atlas,Querétaro,2.0,1.0,H,2014,3.0,2014-01-10,2.0,1.0,3,1.4,1.4,1.4,0.0,2014-01-10,1.0,2.0,0,1.8,1.6,1.4,0.20000000000000018,2,2,0,-0.40000000000000013,-0.20000000000000018,0.0
2014-01-10,03:00:00,Tigres UANL,Santos Laguna,1.0,1.0,D,2014,2.0,2014-01-10,1.0,1.0,1,1.8,1.4,0.8,0.5999999999999999,2014-01-10,1.0,1.0,1,1.8,2.4,2.0,0.3999999999999999,1,1,0,0.0,-1.0,-1.2
2014-01-11,02:30:00,Tijuana,Toluca FC,0.0,1.0,A,2014,1.0,2014-01-11,0.0,1.0,0,1.2,0.6,1.2,-0.6,2014-01-11,1.0,0.0,3,1.0,1.2,1.2,0.0,2,1,-1,0.19999999999999996,-0.6,0.0
2014-01-11,01:30:00,Morelia,Monterrey,2.0,1.0,H,2014,3.0,2014-01-11,2.0,1.0,3,0.8,1.0,1.2,-0.19999999999999996,2014-01-11,1.0,2.0,0,1.0,1.6,1.8,-0.19999999999999996,2,1,-1,-0.19999999999999996,-0.6000000000000001,-0.6000000000000001
