date,time,home_team,away_team,home_goals,away_goals,result,year,total_goals,home_date,home_goals_for,home_goals_against,home_points,home_form_5,home_goals_for_5,home_goals_against_5,home_goal_diff_5,away_date,away_goals_for,away_goals_against,away_points,away_form_5,away_goals_for_5,away_goals_against_5,away_goal_diff_5,home_tier,away_tier,diff_tier,diff_form_5,diff_goals_for_5,diff_goals_against_5
2019-08-30,01:00:00,Puebla,Juárez,2.0,1.0,H,2019,3.0,2019-08-30,2.0,1.0,3,0.6,0.8,2.0,-1.2,2019-08-30,1.0,2.0,0,0.6,0.6,1.6,-1.0,2,3,1,0.0,0.20000000000000007,0.3999999999999999
2019-08-30,03:00:00,Monterrey,Pumas UNAM,2.0,0.0,H,2019,2.0,2019-08-30,2.0,0.0,3,1.2,1.2,1.4,-0.19999999999999996,2019-08-30,0.0,2.0,0,1.8,1.2,0.8,0.3999999999999999,1,2,1,-0.6000000000000001,0.0,0.5999999999999999
2019-08-31,03:10:00,Atlas,Club América,3.0,0.0,H,2019,3.0,2019-08-31,3.0,0.0,3,1.4,1.0,1.4,-0.3999999999999999,2019-08-31,0.0,3.0,0,1.8,1.4,0.8,0.5999999999999999,2,1,-1,-0.40000000000000013,-0.3999999999999999,0.5999999999999999
2019-08-31,23:00:00,Necaxa,Tijuana,3.0,2.0,H,2019,5.0,2019-08-31,3.0,2.0,3,1.4,1.2,1.0,0.19999999999999996,2019-08-31,2.0,3.0,0,2.0,2.0,1.6,0.3999999999999999,2,2,0,-0.6000000000000001,-0.8,-0.6000000000000001
2019-08-31,01:00:00,Morelia,Veracruz,1.0,0.0,H,2019,1.0,2019-08-31,1.0,0.0,3,0.8,1.0,1.4,-0.3999999999999999,2019-08-31,0.0,1.0,0,0.2,0.8,2.6,-1.8,2,3,1,0.6000000000000001,0.19999999999999996,-1.2000000000000002
2019-09-02,01:00:00,Veracruz,Tigres UANL,0.0,2.0,A,2019,2.0,2019-09-02,0.0,2.0,0,0.2,0.8,2.6,-1.8,2019-09-02,2.0,0.0,3,1.2,1.4,1.4,0.0,3,1,-2,-1.0,-0.5999999999999999,1.2000000000000002
2019-09-02,03:00:00,Atlas,Puebla,1.0,2.0,A,2019,3.0,2019-09-02,1.0,2.0,0,1.4,1.4,1.4,0.0,2019-09-02,2.0,1.0,3,1.0,1.0,2.0,-1.0,2,2,0,0.3999999999999999,0.3999999999999999,-0.6000000000000001
2019-09-02,23:00:00,Monterrey,Lobos BUAP,4.0,0.0,H,2019,4.0,2019-09-02,4.0,0.0,3,1.8,1.2,0.6,0.6,2019-09-02,0.0,4.0,0,1.8,1.2,1.8,-0.6000000000000001,1,3,2,0.0,0.0,-1.2000000000000002
2019-09-02,23:00:00,Querétaro,Pumas UNAM,0.0,2.0,A,2019,2.0,2019-09-02,0.0,2.0,0,2.0,2.0,1.0,1.0,2019-09-02,2.0,0.0,3,1.8,1.2,0.8,0.3999999999999999,2,2,0,0.19999999999999996,0.8,0.19999999999999996
2019-09-03,23:00:00,Pachuca,Tijuana,4.0,0.0,H,2019,4.0,2019-09-03,4.0,0.0,3,1.8,2.2,1.0,1.2000000000000002,2019-09-03,0.0,4.0,0,1.4,1.8,1.8,0.0,1,2,1,0.40000000000000013,0.40000000000000013,-0.8
2019-09-03,03:00:00,Atlas,Cruz Azul,0.0,2.0,A,2019,2.0,2019-09-03,0.0,2.0,0,0.8,1.4,1.8,-0.40000000000000013,2019-09-03,2.0,0.0,3,1.2,1.4,1.2,0.19999999999999996,2,1,-1,-0.3999999999999999,0.0,0.6000000000000001
2019-09-03,01:00:00,Veracruz,Santos Laguna,2.0,2.0,D,2019,4.0,2019-09-03,2.0,2.0,1,0.0,0.2,2.4,-2.1999999999999997,2019-09-03,2.0,2.0,1,1.6,1.4,1.2,0.19999999999999996,3,1,-2,-1.6,-1.2,1.2
2019-09-05,01:00:00,Pachuca,Tigres UANL,1.0,1.0,D,2019,2.0,2019-09-05,1.0,1.0,1,2.2,2.4,0.4,2.0,2019-09-05,1.0,1.0,1,1.2,1.0,1.0,0.0,1,1,0,1.0000000000000002,1.4,-0.6
2019-09-05,03:06:00,Tijuana,León,1.0,3.0,A,2019,4.0,2019-09-05,1.0,3.0,0,0.8,1.2,2.4,-1.2,2019-09-05,3.0,1.0,3,2.2,2.6,1.2,1.4000000000000001,2,1,-1,-1.4000000000000001,-1.4000000000000001,1.2
2019-09-11,01:00:00,Morelia,Puebla,3.0,2.0,H,2019,5.0,2019-09-11,3.0,2.0,3,1.4,0.8,0.6,0.20000000000000007,2019-09-11,2.0,3.0,0,1.4,1.2,2.0,-0.8,2,2,0,0.0,-0.3999999999999999,-1.4
2019-09-11,03:00:00,Veracruz,Club América,0.0,5.0,A,2019,5.0,2019-09-11,0.0,5.0,0,0.2,0.6,2.4,-1.7999999999999998,2019-09-11,5.0,0.0,3,1.2,0.6,1.0,-0.4,3,1,-2,-1.0,0.0,1.4
2019-09-11,03:10:00,Tijuana,Monterrey,0.0,4.0,A,2019,4.0,2019-09-11,0.0,4.0,0,0.6,1.2,2.8,-1.5999999999999999,2019-09-11,4.0,0.0,3,2.4,2.0,0.4,1.6,2,1,-1,-1.7999999999999998,-0.8,2.4
2019-09-11,23:00:00,Atlético de San Luis,Necaxa,0.0,2.0,A,2019,2.0,2019-09-11,0.0,2.0,0,1.6,1.0,1.0,0.0,2019-09-11,2.0,0.0,3,2.0,1.8,1.0,0.8,3,2,-1,-0.3999999999999999,-0.8,0.0
2019-09-12,00:30:00,Club América,Morelia,2.0,0.0,H,2019,2.0,2019-09-12,2.0,0.0,3,1.6,1.6,1.0,0.6000000000000001,2019-09-12,0.0,2.0,0,2.0,1.4,0.8,0.5999999999999999,1,2,1,-0.3999999999999999,0.20000000000000018,0.19999999999999996
2019-09-14,01:00:00,Puebla,Atlético de San Luis,1.0,3.0,A,2019,4.0,2019-09-14,1.0,3.0,0,1.4,1.4,2.0,-0.6000000000000001,2019-09-14,3.0,1.0,3,1.6,1.0,1.0,0.0,2,3,1,-0.20000000000000018,0.3999999999999999,1.0
2019-09-14,03:00:00,Veracruz,Cruz Azul,0.0,0.0,D,2019,0.0,2019-09-14,0.0,0.0,1,0.2,0.4,3.0,-2.6,2019-09-14,0.0,0.0,1,1.6,1.8,1.2,0.6000000000000001,3,1,-2,-1.4000000000000001,-1.4,1.8
2019-09-14,03:06:00,Tijuana,Tigres UANL,1.0,1.0,D,2019,2.0,2019-09-14,1.0,1.0,1,0.6,1.2,3.2,-2.0,2019-09-14,1.0,1.0,1,1.4,1.2,0.8,0.3999999999999999,2,1,-1,-0.7999999999999999,0.0,2.4000000000000004
2019-09-14,23:00:00,Monterrey,Necaxa,0.0,2.0,A,2019,2.0,2019-09-14,0.0,2.0,0,2.4,2.6,0.4,2.2,2019-09-14,2.0,0.0,3,2.6,2.2,0.8,1.4000000000000001,1,2,1,-0.20000000000000018,0.3999999999999999,-0.4
2019-09-15,03:06:00,Club América,Pumas UNAM,1.0,1.0,D,2019,2.0,2019-09-15,1.0,1.0,1,1.6,1.8,1.0,0.8,2019-09-15,1.0,1.0,1,1.8,1.2,0.8,0.3999999999999999,1,2,1,-0.19999999999999996,0.6000000000000001,0.19999999999999996
2019-09-15,01:00:00,León,Juárez,3.0,1.0,H,2019,4.0,2019-09-15,3.0,1.0,3,2.2,2.6,1.2,1.4000000000000001,2019-09-15,1.0,3.0,0,0.0,0.4,2.0,-1.6,1,3,2,2.2,2.2,-0.8
2019-09-15,01:00:00,Guadalajara,Atlas,1.0,0.0,H,2019,1.0,2019-09-15,1.0,0.0,3,0.6,1.2,2.0,-0.8,2019-09-15,0.0,1.0,0,0.8,1.2,1.6,-0.40000000000000013,1,2,1,-0.20000000000000007,0.0,0.3999999999999999
2019-09-15,18:00:00,Toluca FC,Morelia,0.0,2.0,A,2019,2.0,2019-09-15,0.0,2.0,0,1.0,0.8,1.2,-0.3999999999999999,2019-09-15,2.0,0.0,3,2.0,1.4,1.0,0.3999999999999999,1,2,1,-1.0,-0.5999999999999999,0.19999999999999996
2019-09-16,00:45:00,Santos Laguna,Pachuca,2.0,2.0,D,2019,4.0,2019-09-16,2.0,2.0,1,1.2,1.2,1.6,-0.40000000000000013,2019-09-16,2.0,2.0,1,2.2,2.6,0.6,2.0,1,1,0,-1.0000000000000002,-1.4000000000000001,1.0
2019-09-21,03:00:00,Atlas,Toluca FC,0.0,1.0,A,2019,1.0,2019-09-21,0.0,1.0,0,0.8,1.0,1.2,-0.19999999999999996,2019-09-21,1.0,0.0,3,1.0,0.8,1.2,-0.3999999999999999,2,1,-1,-0.19999999999999996,0.19999999999999996,0.0
2019-09-21,23:00:00,Necaxa,León,2.0,4.0,A,2019,6.0,2019-09-21,2.0,4.0,0,2.6,2.0,0.8,1.2,2019-09-21,4.0,2.0,3,2.6,3.2,1.4,1.8000000000000003,2,1,-1,0.0,-1.2000000000000002,-0.5999999999999999
2019-09-21,03:00:00,Morelia,Guadalajara,1.0,0.0,H,2019,1.0,2019-09-21,1.0,0.0,3,2.0,1.4,1.0,0.3999999999999999,2019-09-21,0.0,1.0,0,1.2,1.4,1.8,-0.40000000000000013,2,1,-1,0.8,0.0,-0.8
2019-09-21,23:00:00,Atlético de San Luis,Santos Laguna,2.0,3.0,A,2019,5.0,2019-09-21,2.0,3.0,0,1.6,1.4,1.2,0.19999999999999996,2019-09-21,3.0,2.0,3,1.2,1.6,2.0,-0.3999999999999999,3,1,-2,0.40000000000000013,-0.20000000000000018,-0.8
2019-09-21,23:00:00,Monterrey,Puebla,3.0,2.0,H,2019,5.0,2019-09-21,3.0,2.0,3,1.8,2.2,0.8,1.4000000000000001,2019-09-21,2.0,3.0,0,1.4,1.6,1.8,-0.19999999999999996,1,2,1,0.40000000000000013,0.6000000000000001,-1.0
2019-09-22,01:00:00,Pachuca,Tijuana,4.0,1.0,H,2019,5.0,2019-09-22,4.0,1.0,3,1.8,2.2,1.0,1.2000000000000002,2019-09-22,1.0,4.0,0,0.2,0.8,3.0,-2.2,1,2,1,1.6,1.4000000000000001,-2.0
2019-09-22,03:05:00,Club América,Querétaro,2.0,2.0,D,2019,4.0,2019-09-22,2.0,2.0,1,1.6,1.8,1.0,0.8,2019-09-22,2.0,2.0,1,1.4,1.6,1.4,0.20000000000000018,1,2,1,0.20000000000000018,0.19999999999999996,-0.3999999999999999
2019-09-22,18:00:00,Pumas UNAM,Cruz Azul,1.0,1.0,D,2019,2.0,2019-09-22,1.0,1.0,1,1.4,1.0,1.0,0.0,2019-09-22,1.0,1.0,1,1.6,1.6,1.0,0.6000000000000001,2,1,-1,-0.20000000000000018,-0.6000000000000001,0.0
2019-09-23,01:00:00,Juárez,Veracruz,2.0,0.0,H,2019,2.0,2019-09-23,2.0,0.0,3,0.0,0.4,2.2,-1.8000000000000003,2019-09-23,0.0,2.0,0,0.4,0.4,2.0,-1.6,3,3,0,-0.4,0.0,0.20000000000000018
2019-09-25,01:00:00,Querétaro,Necaxa,1.0,2.0,A,2019,3.0,2019-09-25,1.0,2.0,0,1.4,1.8,1.6,0.19999999999999996,2019-09-25,2.0,1.0,3,2.0,2.0,1.4,0.6000000000000001,2,2,0,-0.6000000000000001,-0.19999999999999996,0.20000000000000018
2019-09-25,01:00:00,Tigres UANL,Puebla,0.0,1.0,A,2019,1.0,2019-09-25,0.0,1.0,0,1.4,1.2,0.8,0.3999999999999999,2019-09-25,1.0,0.0,3,1.2,1.8,2.2,-0.40000000000000013,1,2,1,0.19999999999999996,-0.6000000000000001,-1.4000000000000001
2019-09-25,03:00:00,León,Atlas,1.0,1.0,D,2019,2.0,2019-09-25,1.0,1.0,1,2.6,3.2,1.2,2.0,2019-09-25,1.0,1.0,1,0.6,0.8,1.2,-0.3999999999999999,1,2,1,2.0,2.4000000000000004,0.0
2019-09-25,03:00:00,Guadalajara,Pachuca,2.0,4.0,A,2019,6.0,2019-09-25,2.0,4.0,0,1.2,1.4,1.4,0.0,2019-09-25,4.0,2.0,3,1.8,2.4,1.0,1.4,1,1,0,-0.6000000000000001,-1.0,0.3999999999999999
2019-09-26,01:00:00,Juárez,Club América,1.0,1.0,D,2019,2.0,2019-09-26,1.0,1.0,1,0.6,0.8,2.0,-1.2,2019-09-26,1.0,1.0,1,1.6,2.0,1.2,0.8,3,1,-2,-1.0,-1.2,0.8
2019-09-26,01:00:00,Santos Laguna,Veracruz,5.0,0.0,H,2019,5.0,2019-09-26,5.0,0.0,3,1.8,2.2,1.8,0.40000000000000013,2019-09-26,0.0,5.0,0,0.4,0.4,2.2,-1.8000000000000003,1,3,2,1.4,1.8000000000000003,-0.40000000000000013
2019-09-26,03:05:00,Cruz Azul,Monterrey,1.0,1.0,D,2019,2.0,2019-09-26,1.0,1.0,1,1.2,1.2,1.0,0.19999999999999996,2019-09-26,1.0,1.0,1,2.4,2.6,0.8,1.8,1,1,0,-1.2,-1.4000000000000001,0.19999999999999996
2019-09-26,03:06:00,Tijuana,Morelia,3.0,2.0,H,2019,5.0,2019-09-26,3.0,2.0,3,0.2,0.6,3.2,-2.6,2019-09-26,2.0,3.0,0,2.4,1.4,0.8,0.5999999999999999,2,2,0,-2.1999999999999997,-0.7999999999999999,2.4000000000000004
2019-09-27,02:00:00,Toluca FC,Atlético de San Luis,3.0,1.0,H,2019,4.0,2019-09-27,3.0,1.0,3,1.4,0.8,1.0,-0.19999999999999996,2019-09-27,1.0,3.0,0,1.4,1.6,1.6,0.0,1,3,2,0.0,-0.8,-0.6000000000000001
2019-09-28,23:00:00,Pachuca,Cruz Azul,2.0,0.0,H,2019,2.0,2019-09-28,2.0,0.0,3,2.2,3.0,1.2,1.8,2019-09-28,0.0,2.0,0,1.2,1.2,1.0,0.19999999999999996,1,1,0,1.0000000000000002,1.8,0.19999999999999996
2019-09-28,01:00:00,Puebla,León,2.0,1.0,H,2019,3.0,2019-09-28,2.0,1.0,3,1.2,1.6,2.0,-0.3999999999999999,2019-09-28,1.0,2.0,0,2.2,2.6,1.4,1.2000000000000002,2,1,-1,-1.0000000000000002,-1.0,0.6000000000000001
2019-09-28,03:00:00,Atlas,Querétaro,2.0,0.0,H,2019,2.0,2019-09-28,2.0,0.0,3,0.2,0.4,1.4,-0.9999999999999999,2019-09-28,0.0,2.0,0,0.8,1.6,2.0,-0.3999999999999999,2,2,0,-0.6000000000000001,-1.2000000000000002,-0.6000000000000001
2019-09-29,01:00:00,Necaxa,Juárez,0.0,0.0,D,2019,0.0,2019-09-29,0.0,0.0,1,2.4,2.2,1.4,0.8000000000000003,2019-09-29,0.0,0.0,1,0.8,1.0,1.6,-0.6000000000000001,2,3,1,1.5999999999999999,1.2000000000000002,-0.20000000000000018
2019-09-29,01:06:00,Monterrey,Tigres UANL,0.0,2.0,A,2019,2.0,2019-09-29,0.0,2.0,0,2.0,2.4,1.0,1.4,2019-09-29,2.0,0.0,3,1.2,1.0,0.8,0.19999999999999996,1,1,0,0.8,1.4,0.19999999999999996
2019-09-29,03:05:00,Club América,Guadalajara,4.0,1.0,H,2019,5.0,2019-09-29,4.0,1.0,3,1.8,2.2,0.8,1.4000000000000001,2019-09-29,1.0,4.0,0,0.6,1.4,2.2,-0.8000000000000003,1,1,0,1.2000000000000002,0.8000000000000003,-1.4000000000000001
2019-09-29,18:00:00,Pumas UNAM,Santos Laguna,2.0,0.0,H,2019,2.0,2019-09-29,2.0,0.0,3,1.0,0.8,1.2,-0.3999999999999999,2019-09-29,0.0,2.0,0,1.8,2.8,1.6,1.1999999999999997,2,1,-1,-0.8,-1.9999999999999998,-0.40000000000000013
2019-09-29,23:00:00,Atlético de San Luis,Tijuana,2.0,3.0,A,2019,5.0,2019-09-29,2.0,3.0,0,0.8,1.4,2.0,-0.6000000000000001,2019-09-29,3.0,2.0,3,0.8,1.2,2.8,-1.5999999999999999,3,2,-1,0.0,0.19999999999999996,-0.7999999999999998
2019-09-30,01:00:00,Veracruz,Toluca FC,1.0,1.0,D,2019,2.0,2019-09-30,1.0,1.0,1,0.4,0.4,2.8,-2.4,2019-09-30,1.0,1.0,1,2.0,1.4,0.8,0.5999999999999999,3,1,-2,-1.6,-0.9999999999999999,1.9999999999999998
2019-10-02,01:00:00,Pachuca,Morelia,2.0,0.0,H,2019,2.0,2019-10-02,2.0,0.0,3,2.2,2.6,1.2,1.4000000000000001,2019-10-02,0.0,2.0,0,1.8,1.6,1.4,0.20000000000000018,1,2,1,0.40000000000000013,1.0,-0.19999999999999996
2019-10-02,01:00:00,Club América,León,0.0,3.0,A,2019,3.0,2019-10-02,0.0,3.0,0,1.8,2.0,1.0,1.0,2019-10-02,3.0,0.0,3,2.0,2.4,1.4,1.0,1,1,0,-0.19999999999999996,-0.3999999999999999,-0.3999999999999999
2019-10-02,18:00:00,Toluca FC,Cruz Azul,1.0,1.0,D,2019,2.0,2019-10-02,1.0,1.0,1,1.6,1.2,1.0,0.19999999999999996,2019-10-02,1.0,1.0,1,1.2,0.8,0.8,0.0,1,1,0,0.40000000000000013,0.3999999999999999,0.19999999999999996
2019-10-02,03:00:00,Necaxa,Guadalajara,3.0,3.0,D,2019,6.0,2019-10-02,3.0,3.0,1,2.0,1.6,1.0,0.6000000000000001,2019-10-02,3.0,3.0,1,0.6,1.0,2.2,-1.2000000000000002,2,1,-1,1.4,0.6000000000000001,-1.2000000000000002
2019-10-03,18:00:00,Pumas UNAM,Morelia,2.0,2.0,D,2019,4.0,2019-10-03,2.0,2.0,1,1.6,1.2,0.8,0.3999999999999999,2019-10-03,2.0,2.0,1,1.2,1.0,1.4,-0.3999999999999999,2,2,0,0.40000000000000013,0.19999999999999996,-0.5999999999999999
2019-10-03,22:00:00,Lobos BUAP,León,0.0,1.0,A,2019,1.0,2019-10-03,0.0,1.0,0,1.2,0.8,2.4,-1.5999999999999999,2019-10-03,1.0,0.0,3,2.0,2.4,1.2,1.2,3,1,-2,-0.8,-1.5999999999999999,1.2
2019-10-03,03:00:00,Querétaro,Guadalajara,0.0,0.0,D,2019,0.0,2019-10-03,0.0,0.0,1,0.8,1.6,1.6,0.0,2019-10-03,0.0,0.0,1,0.8,1.4,2.4,-1.0,2,1,-1,0.0,0.20000000000000018,-0.7999999999999998
2019-10-03,01:00:00,Monterrey,Tigres UANL,1.0,1.0,D,2019,2.0,2019-10-03,1.0,1.0,1,1.4,1.6,1.4,0.20000000000000018,2019-10-03,1.0,1.0,1,1.6,1.2,0.6,0.6,1,1,0,-0.20000000000000018,0.40000000000000013,0.7999999999999999
2019-10-03,01:00:00,Club América,Puebla,1.0,0.0,H,2019,1.0,2019-10-03,1.0,0.0,3,1.2,1.6,1.6,0.0,2019-10-03,0.0,1.0,0,1.2,1.6,2.0,-0.3999999999999999,1,2,1,0.0,0.0,-0.3999999999999999
2019-10-03,03:00:00,Necaxa,Toluca FC,1.0,1.0,D,2019,2.0,2019-10-03,1.0,1.0,1,1.6,1.8,1.6,0.19999999999999996,2019-10-03,1.0,1.0,1,1.6,1.2,1.0,0.19999999999999996,2,1,-1,0.0,0.6000000000000001,0.6000000000000001
2019-10-05,01:00:00,Necaxa,Monterrey,1.0,0.0,H,2019,1.0,2019-10-05,1.0,0.0,3,1.2,1.6,1.8,-0.19999999999999996,2019-10-05,0.0,1.0,0,1.0,1.0,1.6,-0.6000000000000001,2,1,-1,0.19999999999999996,0.6000000000000001,0.19999999999999996
2019-10-05,03:05:00,Club América,Cruz Azul,3.0,1.0,H,2019,4.0,2019-10-05,3.0,1.0,3,1.6,1.6,1.4,0.20000000000000018,2019-10-05,1.0,3.0,0,0.8,0.6,1.0,-0.4,1,1,0,0.8,1.0,0.3999999999999999
2019-10-08,01:00:00,Morelia,Monterrey,0.0,1.0,A,2019,1.0,2019-10-08,0.0,1.0,0,1.4,1.4,1.4,0.0,2019-10-08,1.0,0.0,3,1.0,1.0,1.4,-0.3999999999999999,2,1,-1,0.3999999999999999,0.3999999999999999,0.0
2019-10-08,03:00:00,Veracruz,Atlas,1.0,2.0,A,2019,3.0,2019-10-08,1.0,2.0,0,0.4,0.2,2.6,-2.4,2019-10-08,2.0,1.0,3,0.8,0.6,1.0,-0.4,3,2,-1,-0.4,-0.39999999999999997,1.6
2019-10-08,03:06:00,Tijuana,Pumas UNAM,1.0,0.0,H,2019,1.0,2019-10-08,1.0,0.0,3,1.4,1.6,2.6,-1.0,2019-10-08,0.0,1.0,0,1.8,1.6,0.8,0.8,2,2,0,-0.40000000000000013,0.0,1.8
2019-10-08,23:00:00,Cruz Azul,Juárez,2.0,0.0,H,2019,2.0,2019-10-08,2.0,0.0,3,0.6,0.8,1.6,-0.8,2019-10-08,0.0,2.0,0,1.0,1.0,1.2,-0.19999999999999996,1,3,2,-0.4,-0.19999999999999996,0.40000000000000013
2019-10-08,23:00:00,Querétaro,Pachuca,2.0,1.0,H,2019,3.0,2019-10-08,2.0,1.0,3,0.4,0.6,1.6,-1.0,2019-10-08,1.0,2.0,0,2.6,2.8,1.0,1.7999999999999998,2,1,-1,-2.2,-2.1999999999999997,0.6000000000000001
2019-10-11,03:00:00,Guadalajara,Querétaro,3.0,2.0,H,2019,5.0,2019-10-11,3.0,2.0,3,0.4,1.2,2.4,-1.2,2019-10-11,2.0,3.0,0,1.0,1.0,1.4,-0.3999999999999999,1,2,1,-0.6,0.19999999999999996,1.0
2019-10-11,01:00:00,Tigres UANL,Pachuca,0.0,0.0,D,2019,0.0,2019-10-11,0.0,0.0,1,1.2,1.0,0.8,0.19999999999999996,2019-10-11,0.0,0.0,1,2.4,2.6,1.0,1.6,1,1,0,-1.2,-1.6,-0.19999999999999996
2019-10-11,03:00:00,León,Toluca FC,4.0,0.0,H,2019,4.0,2019-10-11,4.0,0.0,3,2.0,2.0,1.0,1.0,2019-10-11,0.0,4.0,0,1.8,1.4,0.8,0.5999999999999999,1,1,0,0.19999999999999996,0.6000000000000001,0.19999999999999996
2019-10-11,18:00:00,Pumas UNAM,Juárez,1.0,1.0,D,2019,2.0,2019-10-11,1.0,1.0,1,1.2,1.2,1.0,0.19999999999999996,2019-10-11,1.0,1.0,1,1.0,0.8,1.2,-0.3999999999999999,2,3,1,0.19999999999999996,0.3999999999999999,-0.19999999999999996
2019-10-19,23:00:00,Cruz Azul,Morelia,2.0,3.0,A,2019,5.0,2019-10-19,2.0,3.0,0,1.0,1.0,1.4,-0.3999999999999999,2019-10-19,3.0,2.0,3,0.8,1.0,1.6,-0.6000000000000001,1,2,1,0.19999999999999996,0.0,-0.20000000000000018
2019-10-19,03:06:00,Santos Laguna,Tijuana,4.0,1.0,H,2019,5.0,2019-10-19,4.0,1.0,3,1.6,2.4,1.6,0.7999999999999998,2019-10-19,1.0,4.0,0,2.0,1.8,1.8,0.0,1,2,1,-0.3999999999999999,0.5999999999999999,-0.19999999999999996
2019-10-19,01:00:00,Puebla,Atlas,0.0,1.0,A,2019,1.0,2019-10-19,0.0,1.0,0,1.2,1.2,1.6,-0.40000000000000013,2019-10-19,1.0,0.0,3,1.4,1.0,0.8,0.19999999999999996,2,2,0,-0.19999999999999996,0.19999999999999996,0.8
2019-10-19,03:00:00,Veracruz,Tigres UANL,1.0,3.0,A,2019,4.0,2019-10-19,1.0,3.0,0,0.4,0.4,2.0,-1.6,2019-10-19,3.0,1.0,3,1.2,0.8,0.6,0.20000000000000007,3,1,-2,-0.7999999999999999,-0.4,1.4
2019-10-20,01:00:00,Pachuca,Juárez,0.0,1.0,A,2019,1.0,2019-10-20,0.0,1.0,0,2.0,1.8,0.8,1.0,2019-10-20,1.0,0.0,3,1.2,0.8,0.8,0.0,1,3,2,0.8,1.0,0.0
2019-10-20,03:00:00,Necaxa,Club América,2.0,2.0,D,2019,4.0,2019-10-20,2.0,2.0,1,1.8,1.4,1.0,0.3999999999999999,2019-10-20,2.0,2.0,1,2.0,1.8,1.2,0.6000000000000001,2,1,-1,-0.19999999999999996,-0.40000000000000013,-0.19999999999999996
2019-10-20,18:00:00,Pumas UNAM,León,1.0,2.0,A,2019,3.0,2019-10-20,1.0,2.0,0,1.2,1.2,1.0,0.19999999999999996,2019-10-20,2.0,1.0,3,2.0,2.0,0.6,1.4,2,1,-1,-0.8,-0.8,0.4
2019-10-20,23:00:00,Atlético de San Luis,Querétaro,0.0,2.0,A,2019,2.0,2019-10-20,0.0,2.0,0,0.6,1.6,2.4,-0.7999999999999998,2019-10-20,2.0,0.0,3,0.8,1.0,1.6,-0.6000000000000001,3,2,-1,-0.20000000000000007,0.6000000000000001,0.7999999999999998
2019-10-21,01:00:00,Monterrey,Guadalajara,1.0,1.0,D,2019,2.0,2019-10-21,1.0,1.0,1,1.0,0.6,1.0,-0.4,2019-10-21,1.0,1.0,1,1.0,1.8,2.6,-0.8,1,1,0,0.0,-1.2000000000000002,-1.6
2019-10-26,03:06:00,Tijuana,Veracruz,2.0,0.0,H,2019,2.0,2019-10-26,2.0,0.0,3,1.8,1.8,2.4,-0.5999999999999999,2019-10-26,0.0,2.0,0,0.2,0.6,2.6,-2.0,2,3,1,1.6,1.2000000000000002,-0.20000000000000018
2019-10-26,23:00:00,Querétaro,Pumas UNAM,3.0,0.0,H,2019,3.0,2019-10-26,3.0,0.0,3,1.4,1.2,1.2,0.0,2019-10-26,0.0,3.0,0,1.0,1.2,1.2,0.0,2,2,0,0.3999999999999999,0.0,0.0
2019-10-26,01:00:00,Morelia,Santos Laguna,2.0,2.0,D,2019,4.0,2019-10-26,2.0,2.0,1,0.8,1.4,2.0,-0.6000000000000001,2019-10-26,2.0,2.0,1,2.0,2.8,1.4,1.4,2,1,-1,-1.2,-1.4,0.6000000000000001
2019-10-26,03:00:00,Atlas,Necaxa,0.0,2.0,A,2019,2.0,2019-10-26,0.0,2.0,0,2.0,1.2,0.6,0.6,2019-10-26,2.0,0.0,3,1.4,1.4,1.2,0.19999999999999996,2,2,0,0.6000000000000001,-0.19999999999999996,-0.6
2019-10-27,02:05:00,Tigres UANL,Cruz Azul,1.0,1.0,D,2019,2.0,2019-10-27,1.0,1.0,1,1.6,1.2,0.6,0.6,2019-10-27,1.0,1.0,1,0.8,1.2,1.8,-0.6000000000000001,1,1,0,0.8,0.0,-1.2000000000000002
2019-10-27,18:00:00,Toluca FC,Pachuca,2.0,0.0,H,2019,2.0,2019-10-27,2.0,0.0,3,1.2,1.2,1.6,-0.40000000000000013,2019-10-27,0.0,2.0,0,1.4,1.0,0.6,0.4,1,1,0,-0.19999999999999996,0.19999999999999996,1.0
2019-10-27,01:00:00,Club América,Puebla,2.0,0.0,H,2019,2.0,2019-10-27,2.0,0.0,3,2.0,2.0,1.4,0.6000000000000001,2019-10-27,0.0,2.0,0,1.2,1.0,1.2,-0.19999999999999996,1,2,1,0.8,1.0,0.19999999999999996
2019-10-27,01:00:00,León,Atlético de San Luis,3.0,2.0,H,2019,5.0,2019-10-27,3.0,2.0,3,2.4,2.2,0.6,1.6,2019-10-27,2.0,3.0,0,0.6,1.6,2.4,-0.7999999999999998,1,3,2,1.7999999999999998,0.6000000000000001,-1.7999999999999998
2019-10-28,01:00:00,Juárez,Guadalajara,1.0,2.0,A,2019,3.0,2019-10-28,1.0,2.0,0,1.2,0.6,0.8,-0.20000000000000007,2019-10-28,2.0,1.0,3,1.2,1.6,2.0,-0.3999999999999999,3,1,-2,0.0,-1.0,-1.2
2019-11-02,00:00:00,Santos Laguna,Tijuana,1.0,1.0,D,2019,2.0,2019-11-02,1.0,1.0,1,2.0,2.4,1.0,1.4,2019-11-02,1.0,1.0,1,2.4,1.6,1.2,0.40000000000000013,1,2,1,-0.3999999999999999,0.7999999999999998,-0.19999999999999996
